name,name_zh,name_en,type,programs,programs_en,country,country_en,listed_on,remarks,local_name,aliases,address,registration_number,website
Alfa Beta Creative LLC,,Alfa Beta Creative LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),乌兹别克斯坦,Uzbekistan,2023-06-23,"Local name: ""ALFA BETA CREATIVE"" mas'uliyati cheklangan jamiyati ｜ Address(es): 16A Navoi Street, Shaykhantakhur District, Tashkent, 100011, Republic of Uzbekistan Telephone: 999810409 Email: seva4505@mail.ru Registration number: 309628784 (Tax ID","""ALFA BETA CREATIVE"" mas'uliyati cheklangan jamiyati",,"16A Navoi Street, Shaykhantakhur District, Tashkent, 100011, Republic of Uzbekistan",309628784 (Tax ID,
GFK Logistics Asia LLC,,GFK Logistics Asia LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),乌兹别克斯坦,Uzbekistan,2023-06-23,"Local name: ""GFK LOGISTIC ASIA"" mas'uliyati cheklangan jamiyati ｜ Address(es): 16A Navoi Street, Shaykhantakhur District, Tashkent, 100011, Republic of Uzbekistan Telephone: 977467546 Email: lady.k.yu.a31@gmail.com Registration number: 305439019 ","""GFK LOGISTIC ASIA"" mas'uliyati cheklangan jamiyati",,"16A Navoi Street, Shaykhantakhur District, Tashkent, 100011, Republic of Uzbekistan",305439019,
I Jet Global DMCC,,I Jet Global DMCC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),,,2023-06-23,"A.k.a: iJet ｜ Address(es): Damascus, Syrian Arab Republic",,iJet,"Damascus, Syrian Arab Republic",,
I Jet Global DMCC,,I Jet Global DMCC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),阿联酋,United Arab Emirates,2023-06-23,"Local name: آي جت غلوبال م.د.م.س；A.k.a: iJet ｜ Address(es): Unit No: 3504, 1 Lake Plaza, Plot No: JLT-PH2-T2A, Jumeirah Lakes Towers, P.O. Box-211764, Dubai, United Arab Emirates; Telephone: + 971 4 553 04 02 Website: http://ww",آي جت غلوبال م.د.م.س,iJet,"Unit No: 3504, 1 Lake Plaza, Plot No: JLT-PH2-T2A, Jumeirah Lakes Towers, P.O. Box-211764, Dubai, United Arab Emirates",,
Success Aviation Services FZC,,Success Aviation Services FZC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),阿联酋,United Arab Emirates,2023-06-23,"Local name: ساكسيس افييشن سيرفيسز ش م ح；A.k.a: Sucess Aviation; Success Aviation Services FZCO ｜ Address(es): 608, The Apricot Tower, Dubai Silicon Oasis, P.O.BOX-341999, Dubai, United Arab Emirates; Building L1, Sharjah International Airport, Sharjah, United Arab Emirates Tel",ساكسيس افييشن سيرفيسز ش م ح,Sucess Aviation; Success Aviation Services FZCO,"608, The Apricot Tower, Dubai Silicon Oasis, P.O.BOX-341999, Dubai, United Arab Emirates; Building L1, Sharjah International Airport, Sharjah, United Arab Emirates Tel",,
LLC CST (Zala Aero Group),LLC CST,Zala Aero Group,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Общество с Ограниченной Ответственностью «ЦСТ» (ООО «ЦСТ»)；A.k.a: Zala Aero Group; Zala Aero ｜ Address(es): 127030, Moscow, Institutskiy Lane, 2, Floor 5, Room 7, Russian Federation; 426011, Izhevsk, UR, P.O. 9050, Russian Federation; 127055, Moscow, Perunovsky Lane, 3, Buil",Общество с Ограниченной Ответственностью «ЦСТ» (ООО «ЦСТ»),Zala Aero Group; Zala Aero,"127030, Moscow, Institutskiy Lane, 2, Floor 5, Room 7, Russian Federation; 426011, Izhevsk, UR, P.O. 9050, Russian Federation; 127055, Moscow, Perunovsky Lane, 3, Buil",,
Iran Aircraft Manufacturing Industries Corporation,,Iran Aircraft Manufacturing Industries Corporation,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),伊朗,Iran,2023-06-23,"Local name: شرکت صنایع هواپیماسازی ایران；A.k.a: HESA; Iran Aircraft Manufacturing Industrial Company; Hava Peyma Sazi-e Iran; Havapeyma Sazhran; Havapeyma Sazi Iran; IAMI; IAMCO; HTC ｜ Address(es): P.O. Box 8140, No. 107 Sepahbod Gharany Ave, Tehran, Islamic Republic of Iran; Esfahan, P.O. Box 83145",شرکت صنایع هواپیماسازی ایران,HESA; Iran Aircraft Manufacturing Industrial Company; Hava Peyma Sazi-e Iran; Havapeyma Sazhran; Havapeyma Sazi Iran; IAMI; IAMCO; HTC,"P.O. Box 8140, No. 107 Sepahbod Gharany Ave, Tehran, Islamic Republic of Iran; Esfahan, P.O. Box 83145",,
Closed Joint Stock Company Special Design Bureau,,Closed Joint Stock Company Special Design Bureau,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Специальное Конструкторское Бюро» (АО «СКБ»)；A.k.a: ZAO SKB; AO SKB ｜ Address(es): 614014, Perm Krai, Perm, 1905 Goda Str., 35/Zh, Russian Federation Telephone: + 7(342) 260-76-98 Website: http://mz.perm.ru Email: sdg@mz.perm.ru Registration number: ",Акционерное Общество «Специальное Конструкторское Бюро» (АО «СКБ»),ZAO SKB; AO SKB,"614014, Perm Krai, Perm, 1905 Goda Str., 35/Zh, Russian Federation",,http://mz.perm.ru
Federal State Enterprise Kazan State Gunpowder Plant,,Federal State Enterprise Kazan State Gunpowder Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Федеральное Казенное Предприятие «Казанский Государственный Казенный Пороховой Завод» (ФКП «КГКПЗ»)；A.k.a: FKP KGKPZ ｜ Address(es): 420032, Republic of Tatarstan, Kazan, Pervogo Maya Str., 14, Russian Federation Telephone: + 7 (843) 554-45-73 Website: http://kazanpowder.ru/ Email: odp@kg",Федеральное Казенное Предприятие «Казанский Государственный Казенный Пороховой Завод» (ФКП «КГКПЗ»),FKP KGKPZ,"420032, Republic of Tatarstan, Kazan, Pervogo Maya Str., 14, Russian Federation",,http://kazanpowder.ru/
Federal State Unitary Enterprise Central Scientific Research Institute of Chemistry and Mechanics,,Federal State Unitary Enterprise Central Scientific Research Institute of Chemistry and Mechanics,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Федеральное Государственное Унитарное Предприятие «Центральный Научно-Исследовательский Институт Химии и Механики» (ФГУП «ЦНИИХМ»)；A.k.a: FGUP TSNIIKHM ｜ Address(es): 115487, Moscow, Nagatinskaya Str., 16A, Russian Federation Telephone: + 8 (499) 611-51-29 Website: http://cniihm.ru/ Emai",Федеральное Государственное Унитарное Предприятие «Центральный Научно-Исследовательский Институт Химии и Механики» (ФГУП «ЦНИИХМ»),FGUP TSNIIKHM,"115487, Moscow, Nagatinskaya Str., 16A, Russian Federation",,http://cniihm.ru/ Emai
Federal State Unitary Enterprise Rostov-On-Don Research Institute of Radio Communications,,Federal State Unitary Enterprise Rostov-On-Don Research Institute of Radio Communications,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Федеральное Государственное Унитарное Предприятие «Ростовский-На-Дону Научно-Исследовательский Институт Радиосвязи» (ФГУП «РНИИРС» или ФГУП «Федеральный Научно-Производственный Центр РНИИРС»)；A.k.a: FGUP RNIIRS; Federal Research and Production Centre RNIIRS ｜ Address(es): 344038, Rostov ",Федеральное Государственное Унитарное Предприятие «Ростовский-На-Дону Научно-Исследовательский Институт Радиосвязи» (ФГУП «РНИИРС» или ФГУП «Федеральный Научно-Производственный Центр РНИИРС»),FGUP RNIIRS; Federal Research and Production Centre RNIIRS,"344038, Rostov",,
Informtest Firm Limited Liability Company,,Informtest Firm Limited Liability Company,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Общество с Ограниченной Ответственностью Фирма «Информтест» (ООО Фирма «Информтест»)；A.k.a: Informtest Firm LLC; OOO Firma Informtest ｜ Address(es): 124482, Moscow, Zelenograd, Savyolkinsky Proezd, 4, Apartment 6, Floor XIV, Room 8, Russian Federation Telephone: + 7 (495) 983-10-73 Websi",Общество с Ограниченной Ответственностью Фирма «Информтест» (ООО Фирма «Информтест»),Informtest Firm LLC; OOO Firma Informtest,"124482, Moscow, Zelenograd, Savyolkinsky Proezd, 4, Apartment 6, Floor XIV, Room 8, Russian Federation",,
Joint Stock Company 150 Aircraft Repair Plant,,Joint Stock Company 150 Aircraft Repair Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «150 Авиационный Ремонтный Завод» (АО «150 Авиационный Ремонтный Завод»)；A.k.a: JSC 150 ARZ ｜ Address(es): 238347, Kaliningrad Oblast, Svetly, Lublino Village, Garrisonnaya Str., 4, Russian Federation Telephone: + 7 (40152) 2 41 72 Website: http://150-arz.ru/; https:",Акционерное Общество «150 Авиационный Ремонтный Завод» (АО «150 Авиационный Ремонтный Завод»),JSC 150 ARZ,"238347, Kaliningrad Oblast, Svetly, Lublino Village, Garrisonnaya Str., 4, Russian Federation",,http://150-arz.ru/; https:
Joint Stock Company 810 Aircraft Repair Plant,,Joint Stock Company 810 Aircraft Repair Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «810 Авиационный Ремонтный Завод» (АО «810 Авиационный Ремонтный Завод»)；A.k.a: 810 ARZ ｜ Address(es): 672003, Trans-Baikal Krai, Chita, Vertoletnaya Str., 1, Russian Federation Telephone: + 7 (3022) 28 34 11 Website: https://810arz.ru/; https://rhc.aero/structure/ao",Акционерное Общество «810 Авиационный Ремонтный Завод» (АО «810 Авиационный Ремонтный Завод»),810 ARZ,"672003, Trans-Baikal Krai, Chita, Vertoletnaya Str., 1, Russian Federation",,https://810arz.ru/; https://rhc.aero/structure/ao
Joint Stock Company Arzamas Instrument-Making Plant named after P.I. Plandin,,Joint Stock Company Arzamas Instrument-Making Plant named after P.I. Plandin,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Арзамасский Приборостроительный Завод имени П.И. Пландина» (АО «АПЗ»)；A.k.a: AO APZ; Joint Stock Company Plandin Arzamas Instrument Manufacturing Plant ｜ Address(es): 607220, Nizhny Novgorod Oblast, Arzamas, 50 Let VLKSM Str., 8-А, Russian Federation Telephone: + 7 ",Акционерное Общество «Арзамасский Приборостроительный Завод имени П.И. Пландина» (АО «АПЗ»),AO APZ; Joint Stock Company Plandin Arzamas Instrument Manufacturing Plant,"607220, Nizhny Novgorod Oblast, Arzamas, 50 Let VLKSM Str., 8-А, Russian Federation",,
Joint Stock Company Concern Central Institute for Scientific Research Elektropribor,,Joint Stock Company Concern Central Institute for Scientific Research Elektropribor,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Концерн «Центральный Научно-Исследовательский Институт «Электроприбор» (АО «Концерн «ЦНИИ «Электроприбор»)；A.k.a: Concern TsNII Elektropribor; State Research Center of the Russian Federation Concern CSRI Elektropribor, JSC; Elektropribor ｜ Address(es): 197046, St. P",Акционерное Общество «Концерн «Центральный Научно-Исследовательский Институт «Электроприбор» (АО «Концерн «ЦНИИ «Электроприбор»),"Concern TsNII Elektropribor; State Research Center of the Russian Federation Concern CSRI Elektropribor, JSC; Elektropribor","197046, St. P",,
Joint Stock Company Dux,,Joint Stock Company Dux,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Дукс» (АО «Дукс»)；A.k.a: AO DUKS ｜ Address(es): 125124, Moscow, Pravdy Str. 8, Building 3, Room 1/2, Russian Federation Telephone: + 7 (499) 257-10-93 Website: http://duks.su/ Email: info@duks.su Registration number",Акционерное Общество «Дукс» (АО «Дукс»),AO DUKS,"125124, Moscow, Pravdy Str. 8, Building 3, Room 1/2, Russian Federation",,http://duks.su/
Joint Stock Company Eastern Shipyard,,Joint Stock Company Eastern Shipyard,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Восточная Верфь» (АО «Восточная Верфь»)；A.k.a: AO Vostochnaya Verf; JSC Vostochnaia Verf; AO V-VERF ｜ Address(es): 690017, Primorsky Krai, Vladivostok, Geroev Tikachestsev Str., 1, Russian Federation Telephone: + 7 423 265-88-10 Website: https://vverf.ru/ Email: Inf",Акционерное Общество «Восточная Верфь» (АО «Восточная Верфь»),AO Vostochnaya Verf; JSC Vostochnaia Verf; AO V-VERF,"690017, Primorsky Krai, Vladivostok, Geroev Tikachestsev Str., 1, Russian Federation",,https://vverf.ru/
Joint Stock Company Information Satellite Systems Named After Academician M.F. Reshetnev,,Joint Stock Company Information Satellite Systems Named After Academician M.F. Reshetnev,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Нформационные Спутниковые Системы» имени Академика М.Ф. Решетнёва» (АО «Решетнёв»)；A.k.a: AO ISS, AO Reshetnev; Satellite Information Systems Reshetnev ｜ Address(es): 662972, Krasnoyarsk Krai, Zheleznogorsk, Lenina Str., 52, Russian Federation Telephone: + 7 (3919) ",Акционерное Общество «Нформационные Спутниковые Системы» имени Академика М.Ф. Решетнёва» (АО «Решетнёв»),"AO ISS, AO Reshetnev; Satellite Information Systems Reshetnev","662972, Krasnoyarsk Krai, Zheleznogorsk, Lenina Str., 52, Russian Federation",,
Joint Stock Company Izhevsk Electromechanical Plant Kupol,,Joint Stock Company Izhevsk Electromechanical Plant Kupol,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Ижевский Электромеханический Завод «Купол» (АО «ИЭМЗ «Купол»)；A.k.a: AO IEMZ Kupol ｜ Address(es): 426033, Udmurt Republic, Izhevsk, Pesochnaya Str., 3, Russian Federation Telephone: + 7 (3412) 72-22-09 Website: https://kupol.ru/ Email: iemz@kupol.ru Registration nu",Акционерное Общество «Ижевский Электромеханический Завод «Купол» (АО «ИЭМЗ «Купол»),AO IEMZ Kupol,"426033, Udmurt Republic, Izhevsk, Pesochnaya Str., 3, Russian Federation",,https://kupol.ru/
Joint Stock Company Kazan Optical-Mechanical Plant,,Joint Stock Company Kazan Optical-Mechanical Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Казанский Оптико-Механический Завод» (АО «КОМЗ»)；A.k.a: AO KOMZ; JSC Kazan Optical and Mechanical Plant ｜ Address(es): 420075, Republic of Tatarstan, Kazan, Lipatova Str., 37, Russian Federation Telephone: + 7(843) 235-80-01 Website: https://komzrt.ru/ Email: Info@k",Акционерное Общество «Казанский Оптико-Механический Завод» (АО «КОМЗ»),AO KOMZ; JSC Kazan Optical and Mechanical Plant,"420075, Republic of Tatarstan, Kazan, Lipatova Str., 37, Russian Federation",,https://komzrt.ru/
Joint Stock Company Khabarovsk Shipbuilding Yard,,Joint Stock Company Khabarovsk Shipbuilding Yard,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Хабаровский Судостроительный Завод» (АО «ХСЗ»)；A.k.a: Joint-Stock Company Khabarovskiy Shipyard; Joint-Stock Company Khabarovsky Shipbuilding Plant; AO KhSZ ｜ Address(es): 680003, Khabarovsk Krai, Khabarovsk, Suvorova Str., 1, Russian Federation Telephone: + 7 (4212",Акционерное Общество «Хабаровский Судостроительный Завод» (АО «ХСЗ»),Joint-Stock Company Khabarovskiy Shipyard; Joint-Stock Company Khabarovsky Shipbuilding Plant; AO KhSZ,"680003, Khabarovsk Krai, Khabarovsk, Suvorova Str., 1, Russian Federation",,
Joint Stock Company Machine Building Company Vityaz,,Joint Stock Company Machine Building Company Vityaz,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Машиностроительная Компания «Витязь» (АО «МК «Витязь»)；A.k.a: MK Vityaz AO; JSC Vityaz ｜ Address(es): 453203, Republic of Bashkortostan, Ishimbay District, Ishimbay, Industrialnoye Shosse, 2, Russian Federation Telephone: 8(34794)2-47-87 Website: http://bolotohod.ru",Акционерное Общество «Машиностроительная Компания «Витязь» (АО «МК «Витязь»),MK Vityaz AO; JSC Vityaz,"453203, Republic of Bashkortostan, Ishimbay District, Ishimbay, Industrialnoye Shosse, 2, Russian Federation",,http://bolotohod.ru
Joint Stock Company Management Company Radiostandard,,Joint Stock Company Management Company Radiostandard,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Управляющая Компания «Радиостандарт» (АО «УК «Радиостандарт»)；A.k.a: JSC MC Radiostandard; AO UK Radiostandart ｜ Address(es): 198097, St. Petersburg, Marshala Govorova Str., 29, Letter N, Russian Federation Telephone: + 7 812 336-70-55; + 7 (812) 319-67-82 Website: ",Акционерное Общество «Управляющая Компания «Радиостандарт» (АО «УК «Радиостандарт»),JSC MC Radiostandard; AO UK Radiostandart,"198097, St. Petersburg, Marshala Govorova Str., 29, Letter N, Russian Federation",,
Joint Stock Company Marine Instrument Engineering Corporation,,Joint Stock Company Marine Instrument Engineering Corporation,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Корпорация Морского Приборостроения» (АО «КМП»)；A.k.a: AO KMP; JSC Marine Instrumentation Corporation ｜ Address(es): 197046, St. Petersburg, Malaya Posadskaya Str., 30, Letter A, Russian Federation Telephone: + 8 (800)222-86-68 Website: https://aokmp.ru/ Email: mail",Акционерное Общество «Корпорация Морского Приборостроения» (АО «КМП»),AO KMP; JSC Marine Instrumentation Corporation,"197046, St. Petersburg, Malaya Posadskaya Str., 30, Letter A, Russian Federation",,https://aokmp.ru/
Joint Stock Company NII Gidrosvyazi Shtil,,Joint Stock Company NII Gidrosvyazi Shtil,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Научно-Исследовательский Институт Гидросвязи «Штиль» (АО «НИИ Гидросвязи «Штиль»)；A.k.a: JSC Research Institute of Hydrocommunication ""Shtil"" ｜ Address(es): 400081, Volgograd Oblast, Volgograd, Angarskaya Str., 17, Russian Federation Telephone: + 7 (8442) 49-98-52 W",Акционерное Общество «Научно-Исследовательский Институт Гидросвязи «Штиль» (АО «НИИ Гидросвязи «Штиль»),"JSC Research Institute of Hydrocommunication ""Shtil""","400081, Volgograd Oblast, Volgograd, Angarskaya Str., 17, Russian Federation",,
Joint Stock Company Nizhny Novgorod Plant of the 70th Anniversary of Victory,,Joint Stock Company Nizhny Novgorod Plant of the 70th Anniversary of Victory,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Нижегородский Завод 70-Летия Победы» (АО «НЗ 70-Летия Победы»)；A.k.a: AO Nizhegorodskiy Zavod 70 Letiya Pobedy; NZSLP; AO NZ 70-Letiya Pobedy ｜ Address(es): 603052, Nizhny Novgorod Oblast, Nizhny Novgorod, Sormovskoe Highway, 21, Russian Federation Telephone: + 7 (8",Акционерное Общество «Нижегородский Завод 70-Летия Победы» (АО «НЗ 70-Летия Победы»),AO Nizhegorodskiy Zavod 70 Letiya Pobedy; NZSLP; AO NZ 70-Letiya Pobedy,"603052, Nizhny Novgorod Oblast, Nizhny Novgorod, Sormovskoe Highway, 21, Russian Federation",,
Joint Stock Company Northern Production Association Arktika,,Joint Stock Company Northern Production Association Arktika,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Северное Производственное Объединение «Арктика» (АО «СПО «Арктика»)；A.k.a: JSC SPO Arktika ｜ Address(es): 164500, 34 Arkhangelsk Oblast, Severodvinsk, Arkhangelskoye Shosse, Russian Federation Telephone: + 7 8184 58-75-99 Website: https://spoarktika.ru/ Email: arkti",Акционерное Общество «Северное Производственное Объединение «Арктика» (АО «СПО «Арктика»),JSC SPO Arktika,"164500, 34 Arkhangelsk Oblast, Severodvinsk, Arkhangelskoye Shosse, Russian Federation",,https://spoarktika.ru/
Joint Stock Company Perm Machine Building Plant,,Joint Stock Company Perm Machine Building Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Пермский Завод «Машиностроитель» (АО «ПЗ «Маш», АО «Пермский Завод «Машиностроитель»)；A.k.a: JSC PZ Mash; AO PZ Mash; AO Permskiy Zavod Mashinostroitel; JSC PP Mash; JSC Perm Plant Mashinostroitel ｜ Address(es): 614014, Perm Krai, Perm, Novozvyaginskaya Str., 57, Ru","Акционерное Общество «Пермский Завод «Машиностроитель» (АО «ПЗ «Маш», АО «Пермский Завод «Машиностроитель»)",JSC PZ Mash; AO PZ Mash; AO Permskiy Zavod Mashinostroitel; JSC PP Mash; JSC Perm Plant Mashinostroitel,"614014, Perm Krai, Perm, Novozvyaginskaya Str., 57, Ru",,
Joint Stock Company Production Complex Akhtuba,,Joint Stock Company Production Complex Akhtuba,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Производственный Комплекс «Ахтуба» (АО «ПК «Ахтуба»)；A.k.a: JSC PC Akhtuba; AO PK Akhtuba ｜ Address(es): 400081, Volgogradskaya Oblast, Volgograd, Angarskaya Str., 17, Russian Federation Telephone: + 7 (8442) 37-69-48 Website: http://akhtuba.ru/ Email: pk@akhtuba.ru",Акционерное Общество «Производственный Комплекс «Ахтуба» (АО «ПК «Ахтуба»),JSC PC Akhtuba; AO PK Akhtuba,"400081, Volgogradskaya Oblast, Volgograd, Angarskaya Str., 17, Russian Federation",,http://akhtuba.ru/
Joint Stock Company Project Design Bureau RIO,,Joint Stock Company Project Design Bureau RIO,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Проектно-Конструкторское Бюро «РИО» (АО «ПКБ «РИО»)；A.k.a: JSC PKB RIO; RIO Design Bureau; Joint Stock Company ""Design and Engineering Bureau RIO"" ｜ Address(es): 199155, St. Petersburg, Uralskaya Str., 19, Building 9, Letter Zh, Russian Federation Telephone: + 7 (81",Акционерное Общество «Проектно-Конструкторское Бюро «РИО» (АО «ПКБ «РИО»),"JSC PKB RIO; RIO Design Bureau; Joint Stock Company ""Design and Engineering Bureau RIO""","199155, St. Petersburg, Uralskaya Str., 19, Building 9, Letter Zh, Russian Federation",,
Joint Stock Company Scientific Production Association Orion,,Joint Stock Company Scientific Production Association Orion,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «НПО «Орион» (АО «НПО «Орион»)；A.k.a: JSC SPA Orion; AO NPO Orion; Orion Research Production Association ｜ Address(es): 111538, Moscow, Kosinskaya Str., 9, Russian Federation Telephone: + 7 (499) 374-94-00 Website: https://orion-ir.ru/ Email: orion@orion-ir.ru Regist",Акционерное Общество «НПО «Орион» (АО «НПО «Орион»),JSC SPA Orion; AO NPO Orion; Orion Research Production Association,"111538, Moscow, Kosinskaya Str., 9, Russian Federation",,https://orion-ir.ru/
Joint Stock Company Scientific Production Association Volna Plant,,Joint Stock Company Scientific Production Association Volna Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Научно-Производственное Объединение Завод «Волна» (АО «НПО Завод «Волна»)；A.k.a: AO NPO Zavod Volnaб AO Nauchno-Proizvodstvennoe Obedinenie Zavod Volna; JSC SPA Volna Plant; Volna SPB ｜ Address(es): 198095, St. Petersburg, Marshal Govorova Str., 29, Russian Federati",Акционерное Общество «Научно-Производственное Объединение Завод «Волна» (АО «НПО Завод «Волна»),AO NPO Zavod Volnaб AO Nauchno-Proizvodstvennoe Obedinenie Zavod Volna; JSC SPA Volna Plant; Volna SPB,"198095, St. Petersburg, Marshal Govorova Str., 29, Russian Federati",,
Joint Stock Company Scientific Research Engineering Institute,,Joint Stock Company Scientific Research Engineering Institute,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Научно-Исследовательский Инженерный Институт» (АО «НИИИ»)；A.k.a: AO NIII; AO Nauchno-Issledovatelskiy Inzhenerniy Institut; JSC SREI ｜ Address(es): 143900, Moscow Oblast, Balashikha, Enthusiastov Shosse (Territory of the Western Industrial Zone), 6, Russian Federati",Акционерное Общество «Научно-Исследовательский Инженерный Институт» (АО «НИИИ»),AO NIII; AO Nauchno-Issledovatelskiy Inzhenerniy Institut; JSC SREI,"143900, Moscow Oblast, Balashikha, Enthusiastov Shosse (Territory of the Western Industrial Zone), 6, Russian Federati",,
Joint Stock Company Scientific Research Institute of Computing Complexes Named After M.A. Kartsev,,Joint Stock Company Scientific Research Institute of Computing Complexes Named After M.A. Kartsev,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,Local name: Акционерное Общество «Научно-Исследовательский Институт Вычислительных Комплексов им. М.А. Карцева» (АО «НИИВК им. М. А. Карцева»)；A.k.a: AO NIIVK N.A. M.A. Kartsev; AO NIIVK im. M.A. Kartsev; AO Nauchno-Issledelvatelsky Institut Vychislitelnykh Kompleksov imeni M.A. Kartseva ｜ Address(e,Акционерное Общество «Научно-Исследовательский Институт Вычислительных Комплексов им. М.А. Карцева» (АО «НИИВК им. М. А. Карцева»),AO NIIVK N.A. M.A. Kartsev; AO NIIVK im. M.A. Kartsev; AO Nauchno-Issledelvatelsky Institut Vychislitelnykh Kompleksov imeni M.A. Kartseva,,,
Joint Stock Company Scientific Technical Institute Radiosvyaz,,Joint Stock Company Scientific Technical Institute Radiosvyaz,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Научно-Технический Институт «Радиосвязь» (АО «НТИ «Радиосвязь»)；A.k.a: AO NTO Radiosvyaz ｜ Address(es): 198097, St. Petersburg, Marshala Govorova Str., 29, Letter N, Russian Federation Telephone: + 7 (812) 714-28-54; + 7 (812) 305-25-20; + 7 (812) 305-25-28 Website:",Акционерное Общество «Научно-Технический Институт «Радиосвязь» (АО «НТИ «Радиосвязь»),AO NTO Radiosvyaz,"198097, St. Petersburg, Marshala Govorova Str., 29, Letter N, Russian Federation",,
Joint Stock Company Taganrog Plant Priboy,,Joint Stock Company Taganrog Plant Priboy,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Таганрогский Завод «Прибой» (АО «ТЗ «Прибой»)；A.k.a: AO TZ Priboy ｜ Address(es): 347913, Rostov Oblast, Taganrog, Bolshaya Bulvarnaya Str., 13, Russian Federation Telephone: + 7 (812) 313-61-81 Website: https://pkb-rio.com/ Email: rio@pkb-rio.com R",Акционерное Общество «Таганрогский Завод «Прибой» (АО «ТЗ «Прибой»),AO TZ Priboy,"347913, Rostov Oblast, Taganrog, Bolshaya Bulvarnaya Str., 13, Russian Federation",,https://pkb-rio.com/
